timestamp,url,method,status,response_time,body_size
1734296536,http://192.168.1.2,GET,200,0.948966,612
1734296536,http://192.168.1.2,GET,200,0.458253,612
1734296536,http://192.168.1.2,GET,200,0.526015,612
1734296536,http://192.168.1.2,GET,200,0.439737,612
1734296537,http://192.168.1.2,GET,200,0.504739,612
1734296537,http://192.168.1.2,GET,200,0.453947,612
1734296537,http://192.168.1.2,GET,200,0.51902,612
1734296537,http://192.168.1.2,GET,200,0.533095,612
1734296537,http://192.168.1.2,GET,200,0.557962,612
1734296537,http://192.168.1.2,GET,200,0.404834,612
1734296537,http://192.168.1.2,GET,200,0.396293,612
1734296537,http://192.168.1.2,GET,200,0.42509,612
1734296537,http://192.168.1.2,GET,200,0.536363,612
1734296537,http://192.168.1.2,GET,200,0.423466,612
1734296537,http://192.168.1.2,GET,200,0.450615,612
1734296537,http://192.168.1.2,GET,200,0.464147,612
1734296537,http://192.168.1.2,GET,200,0.456546,612
1734296537,http://192.168.1.2,GET,200,0.578852,612
1734296537,http://192.168.1.2,GET,200,0.484627,612
1734296537,http://192.168.1.2,GET,200,0.421471,612
1734296537,http://192.168.1.2,GET,200,0.524948,612
1734296537,http://192.168.1.2,GET,200,0.392287,612
1734296537,http://192.168.1.2,GET,200,0.445356,612
1734296537,http://192.168.1.2,GET,200,0.424782,612
1734296537,http://192.168.1.2,GET,200,0.393429,612
1734296537,http://192.168.1.2,GET,200,0.391381,612
1734296537,http://192.168.1.2,GET,200,0.417086,612
1734296537,http://192.168.1.2,GET,200,0.455337,612
1734296537,http://192.168.1.2,GET,200,0.529436,612
1734296537,http://192.168.1.2,GET,200,0.402408,612
1734296537,http://192.168.1.2,GET,200,0.409973,612
1734296537,http://192.168.1.2,GET,200,0.426316,612
1734296537,http://192.168.1.2,GET,200,0.41918,612
1734296537,http://192.168.1.2,GET,200,0.461721,612
1734296537,http://192.168.1.2,GET,200,0.497502,612
1734296537,http://192.168.1.2,GET,200,0.402512,612
1734296537,http://192.168.1.2,GET,200,0.401926,612
1734296537,http://192.168.1.2,GET,200,0.498315,612
1734296537,http://192.168.1.2,GET,200,0.490454,612
1734296537,http://192.168.1.2,GET,200,0.48588,612
1734296537,http://192.168.1.2,GET,200,0.599577,612
1734296537,http://192.168.1.2,GET,200,0.427014,612
1734296537,http://192.168.1.2,GET,200,0.38675,612
1734296537,http://192.168.1.2,GET,200,0.511134,612
1734296537,http://192.168.1.2,GET,200,0.42336,612
1734296537,http://192.168.1.2,GET,200,0.432743,612
1734296537,http://192.168.1.2,GET,200,0.41157,612
1734296537,http://192.168.1.2,GET,200,0.452386,612
1734296537,http://192.168.1.2,GET,200,0.46383,612
1734296537,http://192.168.1.2,GET,200,0.407635,612
1734296537,http://192.168.1.2,GET,200,0.538708,612
1734296537,http://192.168.1.2,GET,200,0.436805,612
1734296537,http://192.168.1.2,GET,200,0.40729,612
1734296537,http://192.168.1.2,GET,200,0.398702,612
1734296537,http://192.168.1.2,GET,200,0.519398,612
1734296537,http://192.168.1.2,GET,200,0.581275,612
1734296537,http://192.168.1.2,GET,200,0.475609,612
1734296537,http://192.168.1.2,GET,200,0.483213,612
1734296537,http://192.168.1.2,GET,200,0.464361,612
1734296537,http://192.168.1.2,GET,200,0.560609,612
1734296537,http://192.168.1.2,GET,200,0.500676,612
1734296537,http://192.168.1.2,GET,200,0.55975,612
1734296537,http://192.168.1.2,GET,200,0.418093,612
1734296537,http://192.168.1.2,GET,200,0.389394,612
1734296537,http://192.168.1.2,GET,200,0.437477,612
1734296537,http://192.168.1.2,GET,200,0.390657,612
1734296537,http://192.168.1.2,GET,200,0.532536,612
1734296537,http://192.168.1.2,GET,200,0.402061,612
1734296537,http://192.168.1.2,GET,200,0.544629,612
1734296537,http://192.168.1.2,GET,200,0.506865,612
1734296537,http://192.168.1.2,GET,200,0.474001,612
1734296537,http://192.168.1.2,GET,200,0.552098,612
1734296537,http://192.168.1.2,GET,200,0.487938,612
1734296537,http://192.168.1.2,GET,200,0.404126,612
1734296537,http://192.168.1.2,GET,200,0.569617,612
1734296537,http://192.168.1.2,GET,200,0.475779,612
