timestamp,url,method,status,response_time,body_size
1734414393,http://192.168.1.2,GET,200,1.334578,612
1734414393,http://192.168.1.2,GET,200,0.528286,612
1734414393,http://192.168.1.2,GET,200,0.379186,612
1734414393,http://192.168.1.2,GET,200,0.498849,612
1734414393,http://192.168.1.2,GET,200,0.454737,612
1734414393,http://192.168.1.2,GET,200,0.420119,612
1734414393,http://192.168.1.2,GET,200,0.495225,612
1734414393,http://192.168.1.2,GET,200,0.471608,612
1734414393,http://192.168.1.2,GET,200,0.524692,612
1734414393,http://192.168.1.2,GET,200,0.453998,612
1734414393,http://192.168.1.2,GET,200,0.552229,612
1734414393,http://192.168.1.2,GET,200,0.39124,612
1734414393,http://192.168.1.2,GET,200,0.546581,612
1734414393,http://192.168.1.2,GET,200,0.56612,612
1734414393,http://192.168.1.2,GET,200,0.510811,612
1734414393,http://192.168.1.2,GET,200,0.513729,612
1734414393,http://192.168.1.2,GET,200,0.444412,612
1734414393,http://192.168.1.2,GET,200,0.547738,612
1734414393,http://192.168.1.2,GET,200,0.538766,612
1734414393,http://192.168.1.2,GET,200,0.596149,612
1734414393,http://192.168.1.2,GET,200,0.509379,612
1734414393,http://192.168.1.2,GET,200,0.424801,612
1734414393,http://192.168.1.2,GET,200,0.529374,612
1734414393,http://192.168.1.2,GET,200,0.527823,612
1734414393,http://192.168.1.2,GET,200,0.528284,612
1734414393,http://192.168.1.2,GET,200,0.543177,612
1734414393,http://192.168.1.2,GET,200,0.558039,612
1734414393,http://192.168.1.2,GET,200,0.558097,612
1734414393,http://192.168.1.2,GET,200,0.526223,612
1734414393,http://192.168.1.2,GET,200,0.451773,612
1734414393,http://192.168.1.2,GET,200,0.539823,612
1734414393,http://192.168.1.2,GET,200,0.489247,612
1734414393,http://192.168.1.2,GET,200,0.564753,612
1734414393,http://192.168.1.2,GET,200,0.47852,612
1734414393,http://192.168.1.2,GET,200,0.55806,612
1734414393,http://192.168.1.2,GET,200,0.543829,612
1734414393,http://192.168.1.2,GET,200,0.528105,612
1734414393,http://192.168.1.2,GET,200,0.501252,612
1734414393,http://192.168.1.2,GET,200,0.528893,612
1734414393,http://192.168.1.2,GET,200,0.584551,612
1734414393,http://192.168.1.2,GET,200,0.53466,612
1734414393,http://192.168.1.2,GET,200,0.571177,612
1734414393,http://192.168.1.2,GET,200,0.532405,612
1734414393,http://192.168.1.2,GET,200,0.509021,612
1734414393,http://192.168.1.2,GET,200,0.532805,612
1734414393,http://192.168.1.2,GET,200,0.450109,612
1734414393,http://192.168.1.2,GET,200,0.560248,612
1734414393,http://192.168.1.2,GET,200,0.416896,612
1734414393,http://192.168.1.2,GET,200,0.420795,612
1734414393,http://192.168.1.2,GET,200,0.425248,612
1734414393,http://192.168.1.2,GET,200,0.44363,612
1734414394,http://192.168.1.2,GET,200,0.615358,612
1734414394,http://192.168.1.2,GET,200,0.458091,612
1734414394,http://192.168.1.2,GET,200,0.39406,612
1734414394,http://192.168.1.2,GET,200,0.426732,612
1734414394,http://192.168.1.2,GET,200,0.447151,612
1734414394,http://192.168.1.2,GET,200,0.425563,612
1734414394,http://192.168.1.2,GET,200,0.545382,612
1734414394,http://192.168.1.2,GET,200,0.512851,612
1734414394,http://192.168.1.2,GET,200,0.579351,612
1734414394,http://192.168.1.2,GET,200,0.55009,612
1734414394,http://192.168.1.2,GET,200,0.483529,612
1734414394,http://192.168.1.2,GET,200,0.555059,612
1734414394,http://192.168.1.2,GET,200,0.460377,612
1734414394,http://192.168.1.2,GET,200,0.50708,612
1734414394,http://192.168.1.2,GET,200,0.527329,612
1734414394,http://192.168.1.2,GET,200,0.38999,612
1734414394,http://192.168.1.2,GET,200,0.482568,612
1734414394,http://192.168.1.2,GET,200,0.500194,612
